count,word1
28,clarke
28,cricketer
28,cling
28,foreigner
28,cnn
28,municipal
28,conventional
28,ied
28,inheritance
28,axe
28,encouraging
28,aka
28,consultant
28,stewart
28,continuing
28,successor
28,functional
28,allocate
28,prophetic
28,competitor
28,philosopher
28,lotus
28,subsequently
28,crystal
28,distinctive
28,loser
28,unnecessary
28,api
28,boston
28,34
28,spectacular
28,overthrow
28,elegant
28,ultrasound
28,julius
28,sperm
28,provincial
28,scrap
28,competent
28,compact
28,roosevelt
28,fruition
28,dramatic
28,affiliate
28,offender
28,whisper
28,visiting
28,spoil
28,confusing
28,cm
28,obedience
28,full-time
28,tweet
28,moving
28,lane
28,fulfill
28,authentic
28,spill
28,meditator
28,driving
28,cloth
28,stanley
28,sunset
28,mysterious
28,han
28,cruel
28,conscience
28,wont
28,blank
28,forced
28,keyboard
28,proposed
28,intentionally
28,embed
28,1960s
28,gospel
28,foolish
28,amnesty
28,nutrition
28,malnutrition
28,modification
28,cockburn
27,salmon
27,johnny
27,photography
27,boast
27,complication
27,unexpected
27,electorate
27,pilgrimage
27,lad
27,sensitivity
27,dilute
27,advancement
27,canal
27,shared
27,blast
27,colonist
27,pricing
27,mixed
27,toronto
27,agriculture
27,slaughter
27,sim
27,schwartz
27,financially
27,1.5
27,stat
27,govt
27,missing
27,whereupon
27,laughter
27,von
27,ecb
27,silly
27,inability
27,quo
27,1970
27,moscow
27,remedy
27,commandment
27,judgement
27,toss
27,reverence
27,genuinely
27,diary
27,prey
27,dynamic
27,kansas
27,virgin
27,prosecute
27,sodium
27,sermon
27,distress
27,doll
27,sheep
27,short-term
27,hash
27,mining
27,ngo
27,trademark
27,established
27,imo
27,hen
27,bain
27,pond
27,andy
27,integrity
27,bp
27,elaborate
27,vendor
27,defy
27,seminar
27,teenage
27,sahara
27,benham
27,gesture
27,barcelona
27,devoid
27,unsatisfactory
27,remainder
27,charm
27,tokyo
27,shy
27,albert
27,posture
27,lamp
27,courtesy
27,mm
27,continually
27,businessman
27,muta
27,adjustment
27,enthusiastic
27,infant
27,swahili
27,lens
27,safari
27,fraction
27,privately
27,fleet
27,noir
27,tide
27,participatory
27,blend
27,apis
27,fundamentally
27,conquer
27,publicly
27,explode
27,askov
27,compelling
27,permanently
27,hollow
27,conquest
27,striking
27,vent
27,invoke
27,boil
27,railway
26,unlimited
26,compensate
26,congo
26,momentum
26,copper
26,grudge
26,notable
26,meditate
26,90%
26,rhetoric
26,drain
26,steep
26,skip
26,pathetic
26,aggregate
26,maersk
26,stumble
26,explorer
26,rhino
26,compassion
26,accommodate
26,arthur
26,cooperate
26,bundle
26,preferred
26,boyfriend
26,refrain
26,cochlear
26,thesis
26,arena
26,jungle
26,logarithm
26,llc
26,tracking
26,wat
26,surprisingly
26,38
26,ego
26,planned
26,downtown
26,maryland
26,bore
26,pirate
26,leaflet
26,victorian
26,vibration
26,notation
26,roy
26,allocation
26,honour
26,temporarily
26,expenditure
26,risky
26,inflict
26,acoustic
26,nbc
26,mod
26,conjunction
26,memorable
26,laden
26,crow
26,anne
26,bossier
26,olympics
26,economically
26,referendum
26,decoration
26,pilgrim
26,costly
26,sore
26,yell
26,viewer
26,stall
26,gut
26,qualified
26,dam
26,disturb
26,arguably
26,formerly
26,em
26,cabin
26,talib
26,plato
26,halloween
26,desperately
26,bulk
26,ranger
26,backwards
26,overlap
26,judy
26,samsung
26,magnificent
26,bestow
26,faculty
26,bo
26,da
26,1990s
26,mixture
26,persistent
26,fossil
26,enjoyment
26,nokia
26,efficiently
26,pause
26,fucking
26,measurement
26,unreasonable
26,improved
26,belgium
26,annually
26,vancouver
26,scan
26,tense
26,stir
26,shakespeare
26,descendant
26,toll
26,eps
26,viewing
26,homeless
26,reminder
26,c.-a
26,preservation
26,taxation
26,whale
25,broker
25,hostile
25,proven
25,adverse
25,hodgkin
25,abraham
25,congratulations
25,volcano
25,lbw
25,relevance
25,congregation
25,rotate
25,clan
25,thrust
25,unsure
25,relativity
25,presidency
25,closest
25,tattoo
25,glimpse
25,bryan
25,jf
25,mama
25,loyal
25,blackout
25,assignment
25,oblige
25,thailand
25,dash
25,savage
25,tangible
25,separation
25,pak
25,forehead
25,freelance
25,descent
25,redemption
25,holding
25,refund
25,commentator
25,cessation
25,ours
25,dissolution
25,brody
25,clot
25,salad
25,encouragement
25,manipulate
25,jon
25,denote
25,insect
25,tribute
25,tunnel
25,energetic
25,berry
25,lengthy
25,analogy
25,43
25,dynamics
25,thine
25,crn
25,one-sample
25,inc
25,intensity
25,mild
25,davis
25,disobey
25,auction
25,swimming
25,incur
25,villager
25,gre
25,franchise
25,objection
25,occasional
25,reggae
25,happening
25,colonoscopy
25,famine
25,denial
25,sensible
25,s.-a
25,spice
25,influential
25,dc
25,socioeconomic
25,scary
25,interference
25,scandal
25,tricky
25,lender
25,technological
25,moses
25,secularism
25,oath
25,pundit
25,auto
25,gorgeous
25,consistently
25,seaweed
25,wreck
25,lubanga
25,prop
25,hassan
25,qualification
25,confused
25,eleven
25,ltd
25,promising
25,concession
25,seventh
25,au
25,crater
25,yearn
25,suppress
25,hygiene
25,vegas
25,attainment
25,racism
25,making
25,sutta
25,shocking
25,goat
25,sunglasses
25,fierce
25,tsunami
25,prevention
25,artwork
25,fence
25,52
25,well-being
25,tens
25,"100,000"
25,1983
25,anniversary
25,closed
25,sleeve
25,verdict
25,diversion
25,severely
25,befall
25,woe
25,mw
25,snake
25,exim
25,schizophrenia
25,highway
25,modest
25,astray
25,hardship
25,coloured
25,summon
25,tm
25,authorize
25,aunt
25,massachusetts
25,landing
25,spokesman
25,z
25,51
24,moisture
24,whosoever
24,girlfriend
24,unpleasant
24,passport
24,diplomatic
24,refute
24,suite
24,bachelor
24,genetic
24,inclusion
24,immune
24,cancellation
24,explicitly
24,surroundings
24,artificial
24,socialism
24,costume
24,bare
24,lesser
24,acute
24,predecessor
24,litter
24,healing
24,halt
24,satisfied
24,android
24,utmost
24,urgent
24,hub
24,stalin
24,cleansing
24,austin
24,rwandan
24,convict
24,ceiling
24,columbia
24,relaxed
24,funchal
24,deprive
24,roger
24,sunlight
24,minimal
24,albeit
24,regain
24,arch
24,youtube
24,delhi
24,liberation
24,historically
24,portuguese
24,traditionally
24,800
24,doom
24,absent
24,norway
24,edt
24,toe
24,kuta
24,optimism
24,snap
24,provoke
24,anthony
24,loved
24,marius
24,kidney
24,ul
24,surplus
24,comedy
24,saddle
24,municipality
24,sovereignty
24,supporting
24,privileged
24,anderson
24,accomplishment
24,diminish
24,rebellion
24,jury
24,timing
24,beck
24,penis
24,functionality
24,instantly
24,inhabitant
24,chosen
24,annoying
24,rainbow
24,irrational
24,duo
24,cbc
24,km
24,voluntary
24,ve
24,distraction
24,haunt
24,naval
24,spit
24,considerably
24,magnitude
24,undoubtedly
24,calf
24,thereof
24,mentally
24,width
24,conform
24,well-known
24,yorkshire
24,mercury
24,naked
24,algeria
24,monarch
24,lineup
24,opposing
24,greedy
24,ll
24,pdf
24,navigate
24,anxious
24,destiny
24,haven
24,beg
24,struct
24,supportive
24,programming
24,colonel
23,classroom
23,patrol
23,t20
23,injured
23,anaesthetic
23,zakat
23,15%
23,math
23,accidentally
23,enthusiasm
23,accountant
23,greg
23,focal
23,remorse
23,embassy
23,guinea
23,kampala
23,sine
23,curb
23,severity
23,circular
23,keyword
23,cognitive-behavioral
23,administrator
23,comprehend
23,selfish
23,vein
23,sc
23,sexually
23,align
23,fascinating
23,leak
23,aspire
23,intensive
23,mall
23,lieutenant
23,der
23,pencil
23,attacker
23,rolling
23,helpless
23,winning
23,dim
23,legendary
23,thankfully
23,compile
23,gauge
23,jeep
23,hybrid
23,chord
23,static
23,earthquake
23,ivory
23,pioneer
23,anyways
23,brick
23,monopoly
23,robbery
23,tin
23,plug
23,tyranny
23,hyperinflation
23,emit
23,jackson
23,radar
23,ambitious
23,statistical
23,ac.uk
23,hebrew
23,taylor
23,disability
23,hostel
23,hostility
23,plantation
23,valve
23,roast
23,livelihood
23,butt
23,herald
23,handy
23,respondent
23,drunk
23,jewel
23,kristol
23,sandy
23,meek
23,spacebar
23,gordon
23,oic
23,virtuous
23,yahoo
23,cruz
23,reluctant
23,guided
23,socially
23,plaintiff
23,sunshine
23,guiding
23,excite
23,lest
23,indigenous
23,chap
23,coating
23,disturbing
23,mtas
23,majesty
23,node
23,dallas
23,fry
23,tuition
23,practising
23,neat
23,philosophical
23,cheers
23,leisure
23,hypocrisy
23,fragment
23,beam
23,accountability
23,prescribe
23,18th
23,liam
23,conception
23,colombo
23,characterize
23,compliance
23,accessory
23,finland
23,roberto
23,a/b
23,pale
23,mask
23,nano
23,tightly
23,meantime
23,entrepreneurship
23,cargo
23,runner
23,dining
23,accusation
23,posting
23,withdrawal
22,electrical
22,63
22,insane
22,brigade
22,cleanse
22,reuters
22,jamie
22,wenger
22,dumb
22,limb
22,exporter
22,holland
22,nursery
22,eurozone
22,fragile
22,ap
22,backside
22,romance
22,eve
22,effectiveness
22,makeup
22,exploitation
22,thrive
22,cottage
22,imperative
22,53
22,trustee
22,gene
22,outrage
22,pronounce
22,individually
22,gallon
22,dictator
22,bound
22,disagreement
22,beta
22,sufficiently
22,broken-down
22,milky
22,verbal
22,constrain
22,purify
22,mombasa
22,shiny
22,liver
22,disgusting
22,ascend
22,countless
22,sinking
22,derivative
22,unclear
22,jealousy
22,turnbull
22,bizarre
22,birmingham
22,accuser
22,mirkwood
22,legionary
22,speculation
22,amateur
22,basement
22,petroleum
22,grill
22,extremist
22,maldonado
22,performer
22,1.6
22,editorial
22,pur
22,shove
22,francisco
22,he/she
22,precede
22,dip
22,caste
22,reed
22,selling
22,partisan
22,underestimate
22,truthful
22,hike
22,slot
22,surrounding
22,eminent
22,swiss
22,wheat
22,cutting
22,depressed
22,iv
22,appreciation
22,rubber
22,layout
22,neil
22,steyn
22,fta
22,pascal
22,collector
22,quietly
22,crude
22,nominee
22,advisor
22,seller
22,vibrant
22,remotely
22,ant
22,churchill
22,peninsula
22,imperial
22,humor
22,minus
22,chant
22,0.1
22,grief
22,kim
22,toast
22,renowned
22,affirm
22,uncertain
22,sanctuary
22,restrain
22,gateway
22,inferior
22,bail
22,mattress
22,impermanent
22,ponder
22,discrimination
22,headache
22,helping
22,le
22,fearful
22,ijtihad
22,gst
22,spectrum
22,revolt
22,stem
22,sixth
22,restraint
22,supplement
22,predator
22,exert
22,varying
22,aura
22,whip
22,emotionally
22,normandy
22,wherein
22,misuse
22,booking
22,devastating
22,confine
22,reagent
22,proximity
22,swallow
22,clinton
22,surge
22,murderer
22,subscription
22,falsehood
22,abstract
22,dancing
22,oven
22,wooden
22,landslide
22,monastery
22,rabbit
22,omit
22,nest
22,nationality
22,iraqi
22,po
22,6th
22,habitat
22,ftse
22,mega
22,yoga
22,royalty
22,rub
22,coordinate
22,cgi
22,sh
22,incumbent
22,sigh
22,systematic
22,timet
22,sophisticated
21,brahmin
21,cervical
21,integrated
21,hers
21,biological
21,trivial
21,allege
21,myocardial
21,seizure
21,airplane
21,subscriber
21,purple
21,stair
21,reef
21,akin
21,fred
21,similarity
21,buck
21,tamim
21,midst
21,delighted
21,vocal
21,easter
21,bankruptcy
21,mta
21,unpredictable
21,misguided
21,lump
21,trans-pacific
21,1939
21,slower
21,drown
21,ritual
21,prabhupada
21,instrumental
21,suspicion
21,lever
21,cut-off
21,atheroma
21,despair
21,huxley
21,veda
21,honduras
21,witchcraft
21,disregard
21,breaker
21,monitoring
21,excellence
21,ashamed
21,injustice
21,greeting
21,nominal
21,wireless
21,tetanus
21,reinforce
21,commonwealth
21,raj
21,stimulate
21,trainer
21,foremost
21,orc
21,migrate
21,miriam
21,tempt
21,punctuation
21,drumming
21,flawed
21,06
21,buddy
21,comparable
21,accepted
21,fed
21,ny
21,expiration
21,cleaner
21,enmity
21,intermediate
21,interim
21,rainy
21,uncommon
21,policing
21,throne
21,disposition
21,warren
21,immoral
21,encompass
21,bullshit
21,gown
21,avail
21,lap
21,racing
21,ur
21,susan
21,unprecedented
21,printer
21,cater
21,obscure
21,102
21,loving
21,carrie
21,militant
21,lately
21,scrip
21,potency
21,kota
21,vague
21,di
21,lonesome
21,addiction
21,collagen
21,reflectance
21,carol
21,shocked
21,analytics
21,casualty
21,marriott
21,deniz
21,aggression
21,acre
21,meletus
21,iranian
21,accent
21,1985
21,weber
21,reception
21,profitable
21,improving
21,consistency
21,prophecy
21,curvature
21,dentist
21,reflected
21,profitability
21,sofa
21,decency
21,verbally
21,gossip
21,internationally
21,forty
21,towel
21,mathematical
21,hug
21,custody
21,behold
21,expectancy
21,bee
21,whereby
21,threshold
21,upwards
21,overwhelm
21,1980s
21,farming
21,signify
21,persist
21,talking
21,wander
21,overhead
21,relieve
21,manger
21,17th
21,revised
21,knowledgeable
21,northwest
21,equanimity
21,obesity
21,paste
21,bass
21,fardh
21,horizontal
21,jelly
21,intervene
21,monument
21,austerity
21,practitioner
21,anytime
21,periodic
20,tweets
20,cummins
20,enjoyable
20,abide
20,jah
20,surgeon
20,equate
20,30%
20,precision
20,unwholesome
20,07
20,viral
20,absurd
20,estel
20,zionist
20,coconut
20,disappointing
20,bishop
20,homeland
20,eighteen
20,lick
20,55
20,forge
20,triumph
20,traveller
20,arbitration
20,devise
20,constable
20,showcase
20,withhold
20,starve
20,credibility
20,bis
20,devotion
20,happily
20,provisional
20,lounge
20,swap
20,1930s
20,pa
20,dodge
20,rudd
20,summarize
20,misleading
20,youngster
20,hunter
20,atheism
20,widow
20,clash
20,charming
20,stakeholder
20,viewpoint
20,halfway
20,nut
20,cheque
20,poster
20,entertaining
20,ann
20,champagne
20,drc
20,ussr
20,charlie
20,awe
20,widget
20,inspiring
20,gradual
20,defect
20,sena
20,gym
20,caesarean
20,jurisprudence
20,stroll
20,plight
20,inmate
20,joshua
20,neighbourhood
20,marijuana
20,civic
20,irrespective
20,hurricane
20,portrait
20,shining
20,brew
20,alice
20,predictability
20,thankful
20,hive
20,his/her
20,foul
20,emperor
20,exceptional
20,overly
20,heading
20,missile
20,phd
20,disclaimer
20,outreach
20,submarine
20,101
20,newtonian
20,lull
20,disposal
20,presume
20,barack
20,wayne
20,coup
20,catherine
20,ancestor
20,lightly
20,ron
20,improper
20,symbolic
20,vedic
20,mindful
20,stab
20,5th
20,islamophobia
20,classify
20,waive
20,unsuccessful
20,noor
20,repay
20,ethics
20,statute
20,expo
20,curator
20,specially
20,curl
20,medal
20,toxic
20,pipeline
20,banana
20,organizer
20,nsw
20,ipo
20,seeker
20,du
20,flaw
20,aug
20,catalyst
20,portugal
20,good-bye
20,zombie
20,blanket
20,tygart
20,bump
20,lymph
20,starving
20,rahul
20,specimen
20,scent
20,pope
20,outdoor
20,advertise
20,ford
20,flare
20,stride
20,prophesy
20,bleed
20,recipient
20,unemployed
20,adenoma
20,explosion
20,rejoice
20,righteous
20,undesirable
20,sustainability
20,altitude
20,photographic
20,longfellow
20,lighting
20,jul
20,notably
20,cooked
19,bale
19,obsessed
19,arrogant
19,alternatively
19,classification
19,issuer
19,whoa
19,metropolitan
19,imran
19,tortoise
19,dale
19,counterpart
19,berlin
19,ng
19,reflective
19,villain
19,anti
19,1970s
19,breakdown
19,conspiracy
19,orang
19,nicely
19,tomato
19,councillor
19,delicate
19,sharply
19,blaze
19,divert
19,kirsten
19,bbq
19,atrocity
19,tweak
19,administer
19,hobby
19,grind
19,indoor
19,repository
19,repeated
19,hay
19,underneath
19,slogan
19,suffice
19,bengal
19,wounded
19,vocabulary
19,cello
19,hinder
19,16th
19,magnetic
19,contingent
19,dealer
19,joan
19,sculpture
19,malaria
19,documentation
19,handful
19,41
19,leather
19,xlibris
19,committed
19,protester
19,dense
19,serotonin
19,pretension
19,min
19,molly
19,2016
19,jubilee
19,snare
19,rivalry
19,hockey
19,betray
19,regulatory
19,prohibition
19,binary
19,globally
19,penetrate
19,mdr-tb
19,zina
19,hayes
19,rewrite
19,smash
19,outward
19,beast
19,sweetheart
19,simplicity
19,diuretic
19,drip
19,feather
19,/2
19,refreshing
19,francis
19,dns
19,outsider
19,vet
19,frontier
19,ideological
19,deduction
19,lava
19,desirable
19,kuala
19,fairness
19,disable
19,rap
19,jehovah
19,compilation
19,receiver
19,affected
19,shepherd
19,mislead
19,argentina
19,haha
19,einstein
19,calling
19,airway
19,xi
19,entail
19,sitting
19,retired
19,seattle
19,stiff
19,mechanic
19,sean
19,drought
19,flask
19,diagram
19,honesty
19,chagga
19,multitude
19,disrespect
19,feast
19,ideally
19,collaborative
19,paradigm
19,naive
19,onset
19,shipment
19,serenity
19,resulting
19,successive
19,pie
19,isolation
19,windsor
19,alright
19,gigantic
19,satan
19,cheek
19,56
19,fatal
19,excel
19,herd
19,reclaim
19,milestone
19,ambulance
19,atmospheric
19,ruby
19,remarkably
19,disturbance
19,mansion
19,coastal
19,incompetent
19,grass-roots
19,plymouth
19,therein
19,wholly
19,recharge
19,robot
19,fisherman
19,sideline
19,crusader
19,1950
19,justification
19,jealous
19,hilarious
19,rebirth
19,stuart
19,mosquito
19,hydroxide
19,unconditional
19,survivor
19,faint
19,sinner
19,bored
19,coordination
19,founding
19,sketch
19,restart
19,independently
19,undo
19,canvas
19,resurrection
19,maiden
19,rant
19,theft
19,decree
19,portal
19,superiority
19,memo
19,$100
19,104
19,maize
19,problematic
19,extended
19,arbitrary
19,matt
19,midfield
19,breeding
19,insure
19,speculate
19,mistress
19,99%
19,breeze
19,unwilling
19,rite
19,ptolemaic
19,infarction
19,covenant
19,consecutive
19,bout
19,mob
19,ethical
19,implied
19,subsection
19,trek
19,originate
19,95
19,stark
19,gorge
19,disguise
18,nationwide
18,sharia
18,butcher
18,weed
18,ba
18,citta
18,mathematics
18,wallet
18,oversee
18,arrogance
18,compute
18,6.5
18,reliance
18,wright
18,disclosure
18,repression
18,observance
18,plea
18,msr
18,workplace
18,kingston
18,carl
18,poop
18,celestial
18,reap
18,unfold
18,erect
18,numeric
18,trinity
18,diving
18,1.7
18,anonymity
18,gadget
18,omission
18,moose
18,bargain
18,connectivity
18,dye
18,nashville
18,chemistry
18,1973
18,rethink
18,hse
18,confession
18,non-muslim
18,swift
18,98
18,1978
18,refuge
18,ace
18,epidemic
18,powley
18,mitigation
18,valuation
18,spotlight
18,cotton
18,02
18,amen
18,inject
18,standardize
18,infer
18,creepy
18,par
18,yr
18,pbs
18,relocate
18,meaningless
18,fibre
18,prototype
18,acceleration
18,indictment
18,thanksgiving
18,quadruple
18,130
18,nba
18,contend
18,assemble
18,constructive
18,widen
18,secretly
18,char
18,slam
18,pierce
18,hugely
18,houston
18,smiling
18,fried
18,remains
18,meredith
18,mud
18,matheson
18,mock
18,contempt
18,unrest
18,digest
18,sickness
18,revision
18,dems
18,semifinal
18,thai
18,lid
18,mubarak
18,snapshot
18,pisces
18,neocon
18,chloride
18,uprising
18,systematically
18,bargnani
18,pave
18,heck
18,gaar
18,slander
18,miami
18,probe
18,subcontinent
18,ganga
18,gator
18,waiver
18,reportedly
18,malt
18,lebanon
18,swell
18,giveaway
18,perpetrator
18,transparent
18,smartphone
18,1971
18,atomic
18,unleash
18,terry
18,plausible
18,freezing
18,enzyme
18,intern
18,booth
18,unix
18,urine
18,wizard
18,um
18,karen
18,afl
18,ethiopia
18,worm
18,sloth
18,conceal
18,hail
18,denmark
18,newcastle
18,ep
18,20/20
18,sibling
18,heavenly
18,smoker
18,vegetarian
18,tyrant
18,printed
18,choke
18,crowded
18,upside
18,flock
18,iceland
18,aviation
18,awaken
18,scoring
18,illusion
18,batch
18,psalm
18,moron
18,testament
18,bodily
18,delaware
18,epic
18,michigan
18,integral
18,backup
18,accumulate
18,tel
18,scramble
18,ample
18,petraeus
18,correctness
18,nasa
18,tutor
18,shorts
18,greenhouse
18,podcast
18,foe
18,99
18,pony
18,karl
18,luxurious
18,vp
18,burns
18,keeper
18,frustrating
18,"2,000"
18,madness
18,belle
18,martial
18,womb
18,malik
18,endow
18,pant
18,formulate
18,old-fashioned
18,crawler
18,15th
18,needless
18,beautifully
18,clearing
18,fi
18,discourage
18,propagate
18,bait
18,replay
18,deliberate
18,django
18,billionaire
18,lung
18,deviation
18,arkansas
18,thoughtful
18,firefox
18,turnout
18,slap
18,warmth
18,thrill
18,articulate
17,proceeds
17,lecturer
17,aesthetic
17,nutrient
17,1/2
17,charlotte
17,prospective
17,suffolk
17,upstairs
17,cost-effective
17,tilt
17,caravan
17,venus
17,zuma
17,plural
17,cue
17,psychologist
17,ottawa
17,bash
17,54
17,troubled
17,assay
17,hemisphere
17,saw
17,sailor
17,updated
17,forefather
17,apparatus
17,indifference
17,mobility
17,reborn
17,assassination
17,cautious
17,destine
17,poker
17,1968
17,temptation
17,soe
17,03
17,straightforward
17,volatile
17,pressing
17,ts
17,martyr
17,betrayal
17,plc
17,inconsistent
17,hormone
17,cataloging
17,queensland
17,low-income
17,notify
17,deaf
17,hack
17,ghanaian
17,cursor
17,misunderstand
17,hurdle
17,demise
17,joanne
17,buying
17,abdomen
17,deficiency
17,nfc
17,yi
17,elvis
17,extinction
17,large-scale
17,subsidy
17,battleship
17,splendid
17,governing
17,noun
17,hispanic
17,aaron
17,sincerely
17,bounty
17,governmental
17,wrongly
17,perpetual
17,42
17,hampshire
17,reporting
17,evolutionary
17,converse
17,malawi
17,9th
17,imprison
17,amid
17,meru
17,greatness
17,availability
17,fk
17,jama
17,publicity
17,jenkins
17,dismissal
17,handbook
17,unlock
17,vain
17,chrome
17,godhead
17,biennial
17,seasonal
17,promptly
17,sub
17,crush
17,handset
17,70%
17,spontaneous
17,handsome
17,continental
17,childish
17,chill
17,plaster
17,thumb
17,variant
17,intake
17,flea
17,neighbouring
17,specialty
17,marketplace
17,bs
17,banner
17,supremacist
17,lying
17,inventory
17,experimental
17,intentional
17,spike
17,lawful
17,quarry
17,coincidence
17,gaffe
17,mortal
17,hussey
17,kay
17,reproduction
17,ibm
17,superb
17,shrink
17,sew
17,zurich
17,distract
17,59
17,astronomer
17,1930
17,residue
17,riding
17,anna
17,oasis
17,positively
17,sprint
17,tailor
17,sequel
17,"10,000"
17,parking
17,hydrochloric
17,preview
17,amin
17,idaho
17,gd
17,logically
17,singular
17,cos
17,fringe
17,ga
17,sensor
17,consulting
17,1975
17,hardware
17,creditor
17,cannon
17,appetite
17,mohamed
17,specular
17,baobab
17,sewing
17,arizona
17,skeptic
17,sally
17,veil
17,ncb
17,geneva
17,convincing
17,adversary
17,multi
17,ripple
17,mat
17,premiere
17,doppler
17,hopeful
17,morrison
17,jason
17,wield
17,jamestown
17,connected
17,precise
17,supervise
17,overtake
17,comb
17,precipitate
17,spoon
17,regeneration
17,mortality
17,stink
17,feasible
17,homage
17,soundtrack
17,elbow
17,mediterranean
17,dishonest
17,badger
17,nz
17,side-effect
17,alternate
17,marathon
17,voyage
17,first-class
17,heir
17,optimal
17,exodus
17,bucket
17,2.5
17,genital
17,regards
17,packet
17,holly
17,pulp
17,inter
17,ending
17,spur
17,cyrus
17,caution
17,3.5
17,revise
17,marital
17,protective
17,demographic
17,erase
17,chiang
17,freak
17,norman
17,microwave
17,oracle
17,invoice
17,artistic
17,varied
17,buffer
16,blatant
16,jr
16,danny
16,turmoil
16,embarrassed
16,leftist
16,spec
16,retort
16,distort
16,polling
16,1972
16,ammar
16,haul
16,casein
16,casey
16,optimize
16,masjid
16,1947
16,resemblance
16,creamy
16,jerusalem
16,auckland
16,tasting
16,curry
16,stimulus
16,extensively
16,vibe
16,moist
16,standpoint
16,marshall
16,plunge
16,noah
16,bd
16,spine
16,glucose
16,worthwhile
16,std
16,fitz
16,hedge
16,module
16,wicked
16,collide
16,1982
16,savior
16,awhile
16,sentencing
16,wrath
16,enquiry
16,walker
16,ornament
16,1966
16,neighboring
16,enthusiast
16,"30,000"
16,baptism
16,aversion
16,1.0
16,nairobi
16,accidental
16,lasting
16,validity
16,citrus
16,thackeray
16,demo
16,pcos
16,merciful
16,reconciliation
16,algae
16,directive
16,contradiction
16,handling
16,organised
16,vivid
16,plaza
16,paid
16,spinner
16,builder
16,martyrdom
16,thug
16,frog
16,jus
16,solidarity
16,filmmaker
16,credible
16,1984
16,authoritarian
16,impermanence
16,tiding
16,ineffective
16,critique
16,billy
16,guardiola
16,maharashtra
16,zip
16,accra
16,meteorite
16,misconception
16,cough
16,johannesburg
16,manhattan
16,uns
16,bailout
16,prix
16,punk
16,mba
16,cemetery
16,distinguished
16,ft
16,attacking
16,mist
16,deception
16,embedded
16,eldest
16,linda
16,en
16,playing
16,etf
16,not-self
16,twilight
16,corresponding
16,laud
16,garbage
16,heim
16,gasoline
16,phenomenal
16,furnish
16,coldplay
16,lexicon
16,ned
16,amend
16,prepared
16,linked
16,gorilla
16,appliance
16,bog
16,brag
16,se
16,hiv/aids
16,calorie
16,chancellor
16,burmese
16,inaccurate
16,timber
16,personnel
16,dessert
16,participating
16,retrieve
16,hut
16,suburb
16,electronics
16,climax
16,pr
16,85
16,burial
16,portable
16,dual
16,cairo
16,punter
16,desired
16,exhaust
16,flush
16,raised
16,stoke
16,underwater
16,convoy
16,naomi
16,conrad
16,instability
16,vintage
16,bouncer
16,miraculous
16,retailer
16,israel-
16,induce
16,belly
16,flu
16,sponsored
16,09
16,spelling
16,lola
16,cervix
16,strait
16,elevate
16,sadhu
16,burglar
16,1948
16,fourteen
16,entrust
16,scrutiny
16,triathlon
16,mrs
16,subtract
16,mentor
16,potassium
16,linear
16,unlawful
16,penetration
16,trauma
16,carbohydrate
16,mind-set
16,soccer
16,fin
16,c.c.c
16,intrigue
16,lace
16,66
16,diego
16,dvd
16,rotation
16,irony
16,merger
16,bazar
16,blah
16,umbrella
16,athenian
16,sneak
16,opera
16,indycar
16,admiral
16,societal
16,huck
16,amazed
16,chuck
16,superposition
16,compression
16,graham
16,respected
16,revive
16,semester
16,illuminate
16,crane
16,fury
16,aspirin
16,samuel
16,nurture
16,polish
16,endorsement
16,9/11
16,isle
16,safwan
16,trampoline
16,correlation
16,61
16,5-year
16,benatar
16,frozen
16,mint
16,carrot
16,missed
16,deploy
16,insider
16,cyclone
16,dominance
16,moderation
16,douglas
16,herb
16,abdullah
16,substantially
16,tanzanian
16,broadly
16,spontaneously
16,diligence
16,rudolph
16,underway
16,cv
16,commodity
16,sony
16,grandmother
16,grape
16,tenure
16,bio
16,bacon
16,verandah
16,diagnostic
16,fig
16,fairy
16,desperation
16,manifestation
16,persecute
16,mitchell
16,lastly
16,ax
16,dehydration
16,tuk
16,frustrate
16,playoff
16,constituent
16,interestingly
16,pre
16,armstrong
16,registrar
16,silently
16,transparency
16,lament
16,trailer
16,sal
16,freshly
16,telecom
16,chunk
16,inclination
16,casablanca
16,seventy
15,aftermath
15,landmark
15,"20,000"
15,psychology
15,thinker
15,insulting
15,buenos
15,annie
15,aloud
15,vincent
15,adams
15,lavish
15,ridicule
15,oct
15,maternity
15,kent
15,radically
15,detention
15,salaam
15,calcutta
15,epa
15,concave
15,developmental
15,trousers
15,convenience
15,assertion
15,rd
15,oecd
15,hopeless
15,thriller
15,mutation
15,mentality
15,probable
15,renovation
15,ugandan
15,sms
15,quebec
15,exponential
15,sock
15,tariff
15,saver
15,bloom
15,cozy
15,diffuse
15,jill
15,tranquil
15,68
15,parse
15,analog
15,enlighten
15,gov
15,vulgar
15,console
15,wsbk
15,fabulous
15,85%
15,sunny
15,geographic
15,compliment
15,coral
15,usada
15,staple
15,mathematician
15,nothingness
15,revoke
15,peel
15,ct
15,inadequate
15,oo
15,roam
15,enroll
15,sincerity
15,enjoin
15,mohammed
15,prestigious
15,madrid
15,catastrophe
15,1860
15,isaac
15,indirectly
15,zaheer
15,dome
15,farewell
15,lewis
15,calamity
15,invaluable
15,cavity
15,workforce
15,gandhi
15,dubai
15,terrifying
15,marsh
